,user_id,install_date,last_active_date,subscription_type,country,total_sessions,page_views,download_clicks,activation_status,days_active,pro_upgrade_date,plan_type,monthly_revenue,churned
10815,10816,2023-09-22,2023-10-10,Free,USA,128,512,0,1,18,,free,0,1
10816,10817,2023-05-24,2023-05-28,Free,UK,125,375,0,1,4,,free,0,1
10817,10818,2023-07-06,2023-08-26,Free,Canada,26,78,0,1,51,,free,0,0
10818,10819,2023-07-18,2023-10-21,Pro,Canada,220,440,0,1,95,2023-10-21,Standard,29,0
10819,10820,2023-11-14,2023-12-17,Pro,Australia,246,738,0,1,33,2023-12-17,Basic,99,0
10820,10821,2023-06-06,2023-06-08,Free,USA,148,592,0,1,2,,free,0,1
10821,10822,2023-03-15,2023-03-20,Free,Australia,43,172,0,1,5,,free,0,1
10822,10823,2023-08-17,2023-12-24,Free,France,130,390,0,1,129,,free,0,0
10823,10824,2023-12-05,2023-12-28,Free,USA,96,192,0,1,23,,free,0,1
10824,10825,2023-04-24,2024-01-01,Free,India,22,66,0,1,252,,free,0,0
10825,10826,2023-03-24,2023-07-21,Pro,Germany,75,300,0,1,119,2023-07-21,Enterprise,99,0
10826,10827,2023-11-22,2023-12-30,Pro,India,52,156,0,1,38,2023-12-30,Standard,49,0
10827,10828,2023-05-01,2023-12-28,Free,India,28,112,0,1,241,,free,0,0
10828,10829,2023-06-27,2023-12-06,Free,Australia,39,117,0,1,162,,free,0,0
10829,10830,2023-06-10,2023-11-17,Free,USA,113,452,0,1,160,,free,0,0
10830,10831,2023-02-24,2023-09-17,Free,Australia,116,232,0,1,205,,free,0,0
10831,10832,2023-12-12,2023-12-24,Free,India,113,226,0,1,12,,free,0,1
10832,10833,2023-06-06,2023-06-28,Free,India,146,438,0,1,22,,free,0,1
10833,10834,2023-06-04,2023-09-17,Free,Germany,88,440,0,1,105,,free,0,0
10834,10835,2023-04-24,2023-11-15,Free,Australia,83,415,0,1,205,,free,0,0
10835,10836,2023-01-13,2023-07-16,Free,UK,95,380,0,1,184,,free,0,0
10836,10837,2023-07-09,2023-12-13,Pro,India,293,586,0,1,157,2023-12-13,Standard,99,0
10837,10838,2023-12-30,2024-01-01,Free,Germany,37,74,0,1,2,,free,0,1
10838,10839,2023-06-15,2023-07-30,Pro,Germany,108,432,0,1,45,2023-07-30,Standard,49,0
10839,10840,2023-11-14,2023-11-27,Free,Canada,143,286,1,1,13,,free,0,1
10840,10841,2023-07-02,2023-09-19,Free,UK,142,142,0,1,79,,free,0,0
10841,10842,2023-07-06,2023-10-11,Free,India,68,204,0,1,97,,free,0,0
10842,10843,2023-01-30,2023-05-20,Pro,UK,203,609,1,1,110,2023-05-20,Enterprise,99,0
10843,10844,2023-10-10,2023-12-03,Free,UK,81,324,0,1,54,,free,0,0
10844,10845,2023-08-03,2023-10-21,Free,France,91,273,0,1,79,,free,0,0
10845,10846,2023-01-24,2023-06-05,Free,Germany,66,198,0,1,132,,free,0,0
10846,10847,2023-02-23,2023-08-12,Free,UK,10,40,0,1,170,,free,0,0
10847,10848,2023-02-03,2023-06-20,Free,UK,115,575,0,1,137,,free,0,0
10848,10849,2023-03-06,2023-05-03,Pro,Canada,192,960,0,1,58,2023-05-03,Standard,49,0
10849,10850,2023-04-20,2023-08-06,Free,UK,52,52,0,1,108,,free,0,0
10850,10851,2023-10-02,2023-11-27,Free,Canada,78,312,0,1,56,,free,0,0
10851,10852,2023-12-27,2023-12-28,Free,Germany,94,188,0,1,1,,free,0,1
10852,10853,2023-09-02,2023-11-05,Free,UK,129,387,0,1,64,,free,0,0
10853,10854,2023-11-01,2023-11-14,Free,USA,27,27,0,1,13,,free,0,1
10854,10855,2023-04-12,2023-07-01,Free,India,134,402,0,1,80,,free,0,0
10855,10856,2023-11-29,2023-12-23,Free,USA,147,441,0,1,24,,free,0,1
10856,10857,2023-08-25,2023-10-14,Free,Australia,136,408,1,1,50,,free,0,0
10857,10858,2023-05-31,2023-11-15,Free,Canada,122,366,0,1,168,,free,0,0
10858,10859,2023-02-21,2023-09-09,Free,Australia,19,76,0,1,200,,free,0,0
10859,10860,2023-09-04,2023-09-15,Free,UK,43,86,0,1,11,,free,0,1
10860,10861,2023-05-22,2023-08-17,Free,Australia,54,54,0,1,87,,free,0,0
10861,10862,2023-01-23,2023-03-10,Free,Canada,75,75,0,1,46,,free,0,0
10862,10863,2023-03-31,2023-05-27,Pro,India,232,928,0,1,57,2023-05-27,Enterprise,99,0
10863,10864,2023-01-13,2023-09-21,Free,Australia,65,65,0,1,251,,free,0,0
10864,10865,2023-09-27,2023-12-06,Free,Germany,69,207,0,1,70,,free,0,0
10865,10866,2023-09-07,2023-10-16,Free,Australia,131,393,0,1,39,,free,0,0
10866,10867,2023-01-26,2023-09-15,Free,Canada,88,352,0,1,232,,free,0,0
10867,10868,2023-05-06,2023-07-20,Free,Germany,102,408,0,1,75,,free,0,0
10868,10869,2023-01-15,2023-12-03,Free,Germany,82,410,0,1,322,,free,0,0
10869,10870,2023-05-15,2023-12-20,Pro,Germany,235,470,0,1,219,2023-12-20,Basic,29,0
10870,10871,2023-07-18,2023-08-17,Free,USA,68,204,0,1,30,,free,0,0
10871,10872,2023-09-18,2023-10-24,Free,Canada,98,490,0,1,36,,free,0,0
10872,10873,2023-08-16,2023-10-22,Free,UK,38,38,0,1,67,,free,0,0
10873,10874,2023-08-25,2023-11-15,Free,UK,9,9,0,1,82,,free,0,0
10874,10875,2023-08-16,2023-09-26,Free,France,27,27,0,1,41,,free,0,0
10875,10876,2023-11-25,2023-12-25,Free,USA,130,130,0,1,30,,free,0,0
10876,10877,2023-09-24,2023-10-02,Free,UK,112,112,1,1,8,,free,0,1
10877,10878,2023-10-29,2023-11-08,Free,UK,15,45,0,1,10,,free,0,1
10878,10879,2023-09-04,2023-11-10,Pro,Australia,275,1375,0,1,67,2023-11-10,Basic,29,0
10879,10880,2023-12-24,2023-12-26,Free,France,105,525,0,1,2,,free,0,1
10880,10881,2023-11-17,2023-12-05,Free,USA,16,64,0,1,18,,free,0,1
10881,10882,2023-08-26,2023-11-04,Pro,Germany,287,574,0,1,70,2023-11-04,Standard,99,0
10882,10883,2023-01-18,2023-09-01,Pro,UK,56,56,0,1,226,2023-09-01,Standard,29,0
10883,10884,2023-05-21,2023-11-26,Free,Canada,111,555,0,1,189,,free,0,0
10884,10885,2023-06-21,2023-08-26,Free,UK,19,38,0,1,66,,free,0,0
10885,10886,2023-10-01,2023-11-10,Pro,Australia,124,620,0,1,40,2023-11-10,Standard,99,0
10886,10887,2023-09-18,2023-12-21,Free,Germany,139,556,0,1,94,,free,0,0
10887,10888,2023-02-06,2023-12-26,Pro,Canada,273,819,0,1,323,2023-12-26,Enterprise,49,0
10888,10889,2023-01-03,2023-08-24,Free,Canada,59,59,1,1,233,,free,0,0
10889,10890,2023-10-08,2023-11-16,Free,India,93,372,0,1,39,,free,0,0
10890,10891,2023-08-07,2023-12-09,Free,France,8,40,0,1,124,,free,0,0
10891,10892,2023-05-26,2023-10-30,Free,Australia,102,510,0,1,157,,free,0,0
10892,10893,2023-09-14,2023-12-25,Free,India,27,135,0,1,102,,free,0,0
10893,10894,2023-11-16,2023-12-24,Free,Australia,40,80,0,1,38,,free,0,0
10894,10895,2023-07-13,2023-07-29,Pro,UK,136,136,0,1,16,2023-07-29,Basic,29,1
10895,10896,2023-03-09,2023-08-08,Free,Australia,40,200,0,1,152,,free,0,0
10896,10897,2023-10-28,2023-11-01,Free,USA,61,61,0,1,4,,free,0,1
10897,10898,2023-07-24,2023-12-06,Pro,India,169,676,0,1,135,2023-12-06,Standard,99,0
10898,10899,2023-11-19,2023-11-19,Free,France,37,111,0,1,0,,free,0,1
10899,10900,2023-05-01,2023-05-22,Free,USA,42,210,1,1,21,,free,0,1
10900,10901,2023-05-04,2023-05-06,Free,Germany,127,254,0,1,2,,free,0,1
10901,10902,2023-08-31,2023-10-24,Free,UK,66,198,0,1,54,,free,0,0
10902,10903,2023-05-20,2023-07-06,Free,Australia,118,118,0,1,47,,free,0,0
10903,10904,2023-04-10,2023-09-12,Free,USA,123,123,0,1,155,,free,0,0
10904,10905,2023-09-04,2023-11-09,Free,USA,76,152,0,1,66,,free,0,0
10905,10906,2023-12-29,2023-12-30,Free,Germany,26,130,0,1,1,,free,0,1
10906,10907,2023-01-26,2023-01-31,Free,France,147,294,0,1,5,,free,0,1
10907,10908,2023-11-17,2023-11-24,Free,France,9,27,1,1,7,,free,0,1
10908,10909,2023-02-12,2023-06-22,Free,Australia,79,79,0,1,130,,free,0,0
10909,10910,2023-07-05,2023-12-15,Free,Germany,139,695,0,1,163,,free,0,0
10910,10911,2023-08-15,2023-10-30,Free,Canada,134,536,0,1,76,,free,0,0
10911,10912,2023-01-21,2023-10-30,Free,India,133,532,0,1,282,,free,0,0
10912,10913,2023-12-02,2023-12-14,Free,France,50,150,0,1,12,,free,0,1
10913,10914,2023-07-10,2023-07-25,Free,Germany,150,150,0,1,15,,free,0,1
10914,10915,2023-04-05,2023-11-28,Free,India,125,125,0,1,237,,free,0,0
10915,10916,2023-05-10,2023-09-08,Free,Germany,86,430,0,1,121,,free,0,0
10916,10917,2023-04-28,2023-06-10,Free,UK,72,360,0,1,43,,free,0,0
10917,10918,2023-11-01,2023-11-12,Free,UK,135,135,0,1,11,,free,0,1
10918,10919,2023-09-02,2023-11-27,Free,USA,138,414,0,1,86,,free,0,0
10919,10920,2023-08-29,2023-09-21,Free,Canada,131,131,0,1,23,,free,0,1
10920,10921,2023-05-16,2023-10-01,Free,Germany,139,556,1,1,138,,free,0,0
10921,10922,2023-03-21,2023-08-01,Pro,USA,213,639,0,1,133,2023-08-01,Standard,99,0
10922,10923,2023-07-18,2023-10-15,Free,UK,50,250,0,1,89,,free,0,0
10923,10924,2023-04-29,2023-05-14,Free,UK,75,150,0,1,15,,free,0,1
10924,10925,2023-07-02,2023-10-26,Free,Germany,138,276,0,1,116,,free,0,0
10925,10926,2023-04-15,2023-12-18,Pro,India,55,275,0,1,247,2023-12-18,Basic,29,0
10926,10927,2023-01-22,2023-06-02,Free,USA,150,600,0,1,131,,free,0,0
10927,10928,2023-09-24,2023-09-28,Free,India,58,232,0,1,4,,free,0,1
10928,10929,2023-02-04,2023-06-14,Free,Australia,119,119,0,1,130,,free,0,0
10929,10930,2023-02-22,2023-05-30,Free,India,15,60,0,1,97,,free,0,0
10930,10931,2023-11-21,2023-12-25,Free,Canada,128,512,0,1,34,,free,0,0
10931,10932,2023-08-16,2023-10-13,Free,Germany,5,20,0,1,58,,free,0,0
10932,10933,2023-08-17,2023-09-23,Free,UK,133,133,0,1,37,,free,0,0
10933,10934,2023-03-10,2023-03-15,Free,USA,49,98,0,1,5,,free,0,1
10934,10935,2023-07-04,2023-12-04,Pro,USA,114,456,0,1,153,2023-12-04,Enterprise,29,0
10935,10936,2023-12-31,2023-12-31,Free,UK,137,137,0,1,0,,free,0,1
10936,10937,2023-04-13,2023-05-06,Free,Australia,22,22,0,1,23,,free,0,1
10937,10938,2023-11-04,2023-12-24,Pro,USA,110,440,0,1,50,2023-12-24,Enterprise,49,0
10938,10939,2023-03-18,2023-12-25,Free,France,44,220,0,1,282,,free,0,0
10939,10940,2023-03-12,2023-12-04,Free,Australia,25,50,0,1,267,,free,0,0
10940,10941,2023-07-03,2023-08-12,Free,France,34,102,0,1,40,,free,0,0
10941,10942,2023-11-24,2023-12-02,Free,Australia,150,750,0,1,8,,free,0,1
10942,10943,2023-04-14,2023-10-30,Free,France,119,476,0,1,199,,free,0,0
10943,10944,2023-05-05,2023-10-19,Free,Canada,92,460,0,1,167,,free,0,0
10944,10945,2023-12-28,2023-12-30,Free,Germany,24,24,0,1,2,,free,0,1
10945,10946,2023-11-26,2023-12-09,Free,India,42,84,0,1,13,,free,0,1
10946,10947,2023-02-15,2023-07-05,Free,France,8,32,0,1,140,,free,0,0
10947,10948,2023-05-03,2023-07-04,Free,India,120,480,0,1,62,,free,0,0
10948,10949,2023-10-09,2023-10-26,Free,Australia,145,725,0,1,17,,free,0,1
10949,10950,2023-07-23,2023-08-14,Pro,Germany,36,180,0,1,22,2023-08-14,Enterprise,29,1
10950,10951,2023-05-01,2023-06-01,Free,UK,111,222,0,1,31,,free,0,0
10951,10952,2023-10-09,2023-12-27,Pro,India,76,152,0,1,79,2023-12-27,Enterprise,29,0
10952,10953,2023-03-01,2023-12-09,Free,USA,14,28,0,1,283,,free,0,0
10953,10954,2023-08-11,2023-09-25,Pro,USA,146,584,0,1,45,2023-09-25,Basic,29,0
10954,10955,2023-11-08,2023-11-08,Free,USA,60,60,0,1,0,,free,0,1
10955,10956,2023-08-24,2023-12-14,Pro,USA,199,995,0,1,112,2023-12-14,Basic,29,0
10956,10957,2023-05-31,2023-11-17,Free,France,10,10,0,1,170,,free,0,0
10957,10958,2023-07-21,2023-11-07,Free,Germany,22,110,0,1,109,,free,0,0
10958,10959,2023-07-07,2023-08-30,Free,Germany,54,108,0,1,54,,free,0,0
10959,10960,2023-03-20,2023-08-28,Free,India,112,224,0,1,161,,free,0,0
10960,10961,2023-07-25,2023-11-16,Free,Canada,17,34,0,1,114,,free,0,0
10961,10962,2023-07-24,2023-12-28,Pro,UK,87,87,1,1,157,2023-12-28,Standard,29,0
10962,10963,2023-07-25,2023-08-04,Free,France,45,135,0,1,10,,free,0,1
10963,10964,2023-02-27,2023-12-16,Pro,UK,94,282,0,1,292,2023-12-16,Basic,49,0
10964,10965,2023-09-18,2023-11-07,Free,USA,143,715,0,1,50,,free,0,0
10965,10966,2023-11-03,2023-11-21,Free,Australia,108,432,0,1,18,,free,0,1
10966,10967,2023-09-22,2023-10-30,Free,Germany,149,745,0,1,38,,free,0,0
10967,10968,2023-09-25,2023-11-10,Free,France,18,36,0,1,46,,free,0,0
10968,10969,2023-10-21,2023-11-11,Free,UK,139,556,1,1,21,,free,0,1
10969,10970,2023-11-27,2023-12-08,Free,Australia,21,42,0,1,11,,free,0,1
10970,10971,2023-07-16,2023-08-26,Free,Australia,6,18,0,1,41,,free,0,0
10971,10972,2023-12-03,2023-12-06,Pro,UK,131,655,0,1,3,2023-12-06,Enterprise,29,1
10972,10973,2023-08-06,2023-10-20,Free,UK,130,130,0,1,75,,free,0,0
10973,10974,2023-09-12,2023-09-16,Pro,France,273,1092,0,1,4,2023-09-16,Enterprise,99,1
10974,10975,2023-11-10,2023-12-12,Free,India,32,64,0,1,32,,free,0,0
10975,10976,2023-10-10,2023-12-02,Pro,Australia,286,1430,0,1,53,2023-12-02,Enterprise,29,0
10976,10977,2023-09-17,2023-12-23,Free,Australia,112,336,0,1,97,,free,0,0
10977,10978,2023-07-10,2023-10-30,Free,France,123,615,0,1,112,,free,0,0
10978,10979,2023-12-21,2023-12-21,Free,India,49,49,0,1,0,,free,0,1
10979,10980,2023-06-10,2023-10-19,Pro,Germany,16,80,0,1,131,2023-10-19,Standard,49,0
10980,10981,2023-12-27,2023-12-27,Pro,USA,276,828,0,1,0,2023-12-27,Basic,99,1
10981,10982,2023-05-14,2023-11-25,Free,Australia,133,266,0,1,195,,free,0,0
10982,10983,2023-11-06,2023-11-07,Free,Germany,101,101,0,1,1,,free,0,1
10983,10984,2023-05-17,2023-08-04,Free,Germany,29,58,0,1,79,,free,0,0
10984,10985,2023-11-09,2023-12-04,Free,USA,122,122,0,1,25,,free,0,1
10985,10986,2023-01-28,2023-09-16,Free,Australia,81,324,0,1,231,,free,0,0
10986,10987,2023-03-03,2023-07-01,Pro,UK,295,885,0,1,120,2023-07-01,Basic,49,0
10987,10988,2023-10-27,2023-11-05,Pro,Canada,187,187,0,1,9,2023-11-05,Basic,99,1
10988,10989,2023-07-27,2023-07-29,Free,France,118,590,0,1,2,,free,0,1
10989,10990,2023-05-21,2023-06-02,Free,Canada,68,68,0,1,12,,free,0,1
10990,10991,2023-12-09,2023-12-26,Pro,France,288,1152,0,1,17,2023-12-26,Basic,99,1
10991,10992,2023-09-04,2023-09-10,Free,Australia,5,25,1,1,6,,free,0,1
10992,10993,2023-12-16,2023-12-23,Free,USA,59,59,0,1,7,,free,0,1
10993,10994,2023-06-04,2023-08-22,Free,Canada,17,68,0,1,79,,free,0,0
10994,10995,2023-01-28,2023-04-03,Pro,UK,187,374,1,1,65,2023-04-03,Enterprise,99,0
10995,10996,2023-05-21,2023-10-28,Free,India,2,2,0,0,160,,free,0,0
10996,10997,2023-12-03,2023-12-11,Pro,UK,151,604,0,1,8,2023-12-11,Basic,49,1
10997,10998,2023-04-14,2023-09-23,Pro,India,35,105,0,1,162,2023-09-23,Enterprise,29,0
10998,10999,2023-12-04,2023-12-07,Pro,Germany,150,150,0,1,3,2023-12-07,Standard,29,1
10999,11000,2023-06-30,2023-07-22,Free,Germany,46,138,0,1,22,,free,0,1
11000,11001,2023-10-27,2023-11-18,Free,UK,86,344,1,1,22,,free,0,1
11001,11002,2023-01-21,2023-01-29,Free,Australia,34,102,0,1,8,,free,0,1
11002,11003,2023-09-04,2023-11-20,Free,Canada,98,196,0,1,77,,free,0,0
11003,11004,2023-04-16,2023-08-01,Pro,UK,196,588,0,1,107,2023-08-01,Standard,29,0
11004,11005,2023-10-23,2023-11-10,Free,UK,126,252,0,1,18,,free,0,1
11005,11006,2023-03-19,2023-08-20,Free,Australia,17,17,0,1,154,,free,0,0
11006,11007,2023-01-06,2023-04-07,Free,France,64,64,1,1,91,,free,0,0
11007,11008,2023-11-28,2023-12-09,Pro,Germany,128,512,1,1,11,2023-12-09,Basic,29,1
11008,11009,2023-03-13,2023-07-01,Pro,India,220,1100,0,1,110,2023-07-01,Basic,99,0
11009,11010,2023-11-16,2023-11-28,Free,USA,86,258,0,1,12,,free,0,1
11010,11011,2023-08-10,2023-08-13,Free,USA,123,246,0,1,3,,free,0,1
11011,11012,2023-02-24,2023-07-08,Free,India,77,154,0,1,134,,free,0,0
11012,11013,2023-11-02,2023-11-07,Free,Canada,150,600,0,1,5,,free,0,1
11013,11014,2023-09-17,2023-11-14,Free,Canada,11,11,0,1,58,,free,0,0
11014,11015,2023-05-16,2023-07-29,Free,Germany,99,99,0,1,74,,free,0,0
11015,11016,2023-05-22,2023-12-08,Free,India,56,280,0,1,200,,free,0,0
11016,11017,2023-07-28,2023-08-27,Pro,Australia,255,1020,0,1,30,2023-08-27,Standard,29,0
11017,11018,2023-04-08,2023-12-15,Pro,India,224,1120,0,1,251,2023-12-15,Enterprise,99,0
11018,11019,2023-11-16,2023-12-18,Pro,France,173,519,0,1,32,2023-12-18,Standard,29,0
11019,11020,2023-02-10,2023-06-21,Free,UK,20,20,0,1,131,,free,0,0
11020,11021,2023-01-22,2023-08-04,Free,India,17,34,0,1,194,,free,0,0
11021,11022,2023-03-19,2023-08-31,Free,France,112,448,0,1,165,,free,0,0
11022,11023,2023-12-11,2023-12-19,Free,France,86,430,0,1,8,,free,0,1
11023,11024,2023-11-05,2023-11-09,Pro,USA,202,1010,0,1,4,2023-11-09,Standard,49,1
11024,11025,2023-08-14,2023-11-10,Free,Canada,25,125,1,1,88,,free,0,0
11025,11026,2023-07-20,2023-10-27,Free,Canada,111,444,0,1,99,,free,0,0
11026,11027,2023-12-16,2023-12-17,Free,Canada,122,366,0,1,1,,free,0,1
11027,11028,2023-07-20,2023-08-01,Free,Canada,136,680,0,1,12,,free,0,1
11028,11029,2023-09-28,2023-10-22,Free,UK,59,295,0,1,24,,free,0,1
11029,11030,2023-12-04,2023-12-29,Free,Germany,14,56,0,1,25,,free,0,1
11030,11031,2023-05-23,2023-10-10,Free,Germany,117,585,0,1,140,,free,0,0
11031,11032,2023-02-20,2023-03-02,Free,UK,144,288,1,1,10,,free,0,1
11032,11033,2023-01-12,2023-04-29,Free,Australia,82,246,0,1,107,,free,0,0
11033,11034,2023-04-22,2023-10-31,Free,UK,77,231,0,1,192,,free,0,0
11034,11035,2023-03-02,2023-10-14,Pro,Germany,266,532,0,1,226,2023-10-14,Basic,29,0
11035,11036,2023-04-10,2023-12-11,Free,India,125,375,0,1,245,,free,0,0
11036,11037,2023-05-12,2023-09-24,Free,Germany,39,156,0,1,135,,free,0,0
11037,11038,2023-07-13,2023-11-18,Free,Germany,94,188,0,1,128,,free,0,0
11038,11039,2023-06-29,2023-07-15,Free,UK,39,156,0,1,16,,free,0,1
11039,11040,2023-08-21,2023-10-13,Free,France,130,130,0,1,53,,free,0,0
11040,11041,2023-10-28,2023-12-03,Free,France,46,46,0,1,36,,free,0,0
11041,11042,2023-01-22,2023-03-30,Free,Australia,24,48,0,1,67,,free,0,0
11042,11043,2023-01-03,2023-02-28,Free,India,68,204,0,1,56,,free,0,0
11043,11044,2023-01-31,2023-07-09,Free,France,93,372,0,1,159,,free,0,0
11044,11045,2023-11-08,2023-11-25,Pro,Canada,93,186,0,1,17,2023-11-25,Standard,49,1
11045,11046,2023-06-14,2023-11-20,Free,Germany,131,393,0,1,159,,free,0,0
11046,11047,2023-10-17,2023-11-21,Free,Canada,60,180,0,1,35,,free,0,0
11047,11048,2023-10-16,2023-12-02,Free,Germany,133,532,0,1,47,,free,0,0
11048,11049,2023-10-11,2023-11-06,Free,Australia,78,78,0,1,26,,free,0,1
11049,11050,2023-02-26,2023-10-27,Free,Australia,147,147,0,1,243,,free,0,0
11050,11051,2023-03-09,2023-03-30,Free,France,33,66,0,1,21,,free,0,1
11051,11052,2023-09-06,2023-10-22,Free,France,37,111,0,1,46,,free,0,0
11052,11053,2023-07-29,2023-10-10,Free,Canada,113,339,0,1,73,,free,0,0
11053,11054,2023-02-10,2023-03-06,Free,UK,10,50,0,1,24,,free,0,1
11054,11055,2023-03-11,2023-12-29,Free,USA,95,190,0,1,293,,free,0,0
11055,11056,2023-10-31,2023-12-31,Free,Canada,89,267,1,1,61,,free,0,0
11056,11057,2023-12-04,2023-12-08,Free,France,19,19,0,1,4,,free,0,1
11057,11058,2023-06-15,2023-09-08,Free,Australia,109,545,0,1,85,,free,0,0
11058,11059,2023-05-16,2023-12-23,Free,France,84,420,0,1,221,,free,0,0
11059,11060,2023-07-11,2023-11-14,Free,Germany,26,26,0,1,126,,free,0,0
11060,11061,2023-11-04,2023-11-04,Free,UK,36,180,0,1,0,,free,0,1
11061,11062,2023-11-21,2023-12-10,Free,France,121,363,0,1,19,,free,0,1
11062,11063,2023-01-25,2023-03-29,Free,Australia,8,40,0,1,63,,free,0,0
11063,11064,2023-02-01,2023-03-12,Free,Australia,68,204,0,1,39,,free,0,0
11064,11065,2023-02-11,2023-07-25,Free,USA,14,70,0,1,164,,free,0,0
11065,11066,2023-12-25,2023-12-25,Free,Australia,113,565,0,1,0,,free,0,1
11066,11067,2023-04-28,2023-09-28,Free,USA,94,376,0,1,153,,free,0,0
11067,11068,2023-07-13,2023-11-09,Pro,Australia,47,188,0,1,119,2023-11-09,Basic,29,0
11068,11069,2023-01-30,2023-07-13,Free,Australia,65,195,0,1,164,,free,0,0
11069,11070,2023-03-21,2023-12-15,Pro,Australia,269,538,0,1,269,2023-12-15,Enterprise,99,0
11070,11071,2023-03-26,2023-06-28,Pro,France,109,436,0,1,94,2023-06-28,Enterprise,99,0
11071,11072,2023-02-04,2023-03-13,Free,USA,88,88,0,1,37,,free,0,0
11072,11073,2023-05-26,2023-06-28,Free,France,150,300,0,1,33,,free,0,0
11073,11074,2023-12-09,2023-12-21,Free,Australia,77,385,0,1,12,,free,0,1
11074,11075,2023-05-31,2023-12-26,Free,India,137,137,0,1,209,,free,0,0
11075,11076,2023-11-16,2023-11-28,Pro,Canada,206,206,0,1,12,2023-11-28,Basic,49,1
11076,11077,2023-10-15,2023-10-31,Free,Germany,93,186,0,1,16,,free,0,1
11077,11078,2023-11-09,2023-11-25,Pro,USA,31,155,0,1,16,2023-11-25,Enterprise,29,1
11078,11079,2023-02-28,2023-04-19,Free,UK,31,93,0,1,50,,free,0,0
11079,11080,2023-02-09,2023-09-12,Free,UK,112,560,0,1,215,,free,0,0
11080,11081,2023-12-05,2023-12-15,Free,Canada,129,516,0,1,10,,free,0,1
11081,11082,2023-06-14,2023-12-02,Free,France,102,408,0,1,171,,free,0,0
11082,11083,2023-01-17,2023-02-14,Free,Canada,130,260,0,1,28,,free,0,1
11083,11084,2023-01-14,2023-11-09,Free,USA,15,60,1,1,299,,free,0,0
11084,11085,2023-12-06,2023-12-24,Free,Australia,12,36,0,1,18,,free,0,1
11085,11086,2023-12-01,2023-12-12,Free,France,67,67,0,1,11,,free,0,1
11086,11087,2023-06-17,2023-10-14,Pro,USA,170,680,1,1,119,2023-10-14,Basic,49,0
11087,11088,2023-08-07,2023-10-29,Free,France,51,102,1,1,83,,free,0,0
11088,11089,2023-02-06,2023-03-27,Free,France,34,34,1,1,49,,free,0,0
11089,11090,2023-02-28,2023-08-02,Free,Australia,90,360,0,1,155,,free,0,0
11090,11091,2023-01-11,2023-08-02,Free,India,86,430,0,1,203,,free,0,0
11091,11092,2023-02-01,2023-03-12,Free,USA,128,128,0,1,39,,free,0,0
11092,11093,2023-08-05,2023-12-28,Free,France,132,396,0,1,145,,free,0,0
11093,11094,2023-08-02,2023-11-06,Free,UK,84,252,0,1,96,,free,0,0
11094,11095,2023-12-07,2023-12-14,Free,USA,27,27,0,1,7,,free,0,1
11095,11096,2023-01-23,2023-06-20,Pro,Germany,161,322,0,1,148,2023-06-20,Enterprise,49,0
11096,11097,2023-03-04,2023-06-26,Free,France,38,190,0,1,114,,free,0,0
11097,11098,2023-11-13,2023-12-14,Pro,Canada,220,440,0,1,31,2023-12-14,Basic,99,0
11098,11099,2023-11-26,2023-11-29,Free,France,104,416,0,1,3,,free,0,1
11099,11100,2023-09-19,2023-12-27,Pro,Australia,162,810,1,1,99,2023-12-27,Basic,99,0
11100,11101,2023-03-22,2023-05-29,Pro,USA,111,555,0,1,68,2023-05-29,Standard,49,0
11101,11102,2023-11-07,2023-12-26,Pro,India,290,580,0,1,49,2023-12-26,Standard,29,0
11102,11103,2023-04-12,2023-11-07,Free,France,140,700,0,1,209,,free,0,0
11103,11104,2023-08-28,2023-12-15,Free,USA,95,380,1,1,109,,free,0,0
11104,11105,2023-12-13,2023-12-27,Free,India,38,114,0,1,14,,free,0,1
11105,11106,2023-03-31,2023-06-14,Free,Germany,59,177,0,1,75,,free,0,0
11106,11107,2023-09-22,2023-09-25,Free,France,139,556,0,1,3,,free,0,1
11107,11108,2023-03-24,2023-11-28,Free,Germany,131,655,0,1,249,,free,0,0
11108,11109,2023-12-23,2023-12-23,Free,USA,138,552,0,1,0,,free,0,1
11109,11110,2023-09-20,2023-12-13,Free,France,147,735,0,1,84,,free,0,0
11110,11111,2023-07-24,2023-08-31,Free,Germany,128,384,0,1,38,,free,0,0
11111,11112,2023-03-12,2023-11-24,Free,USA,80,240,0,1,257,,free,0,0
11112,11113,2023-08-09,2023-09-07,Free,UK,31,31,0,1,29,,free,0,1
11113,11114,2023-02-08,2023-12-02,Pro,France,51,255,0,1,297,2023-12-02,Basic,49,0
11114,11115,2023-07-04,2023-08-26,Pro,France,241,241,0,1,53,2023-08-26,Standard,99,0
11115,11116,2023-08-10,2023-11-08,Free,Germany,148,296,0,1,90,,free,0,0
11116,11117,2023-11-11,2023-12-23,Free,UK,44,88,0,1,42,,free,0,0
11117,11118,2023-04-23,2023-07-16,Pro,France,278,1390,0,1,84,2023-07-16,Standard,99,0
11118,11119,2023-10-08,2023-12-05,Free,India,134,536,1,1,58,,free,0,0
11119,11120,2023-02-02,2023-07-28,Free,Canada,148,592,0,1,176,,free,0,0
11120,11121,2023-12-12,2023-12-30,Free,USA,87,87,0,1,18,,free,0,1
11121,11122,2023-11-10,2023-12-23,Free,Canada,78,156,0,1,43,,free,0,0
11122,11123,2023-06-14,2023-11-28,Pro,Canada,208,624,0,1,167,2023-11-28,Basic,49,0
